CNPJ_Fundo;Data_Referencia;Versao;Numero_Processo;Juizo;Instancia;Data_Instauracao;Valor_Causa;Partes_Processo;Chance_Perda;Principais_Fatos;Analise_Impacto_Perda
22.957.521/0001-74;2020-12-01;1;026/1.17.0008836-3;Ação de reintegração de posse;1ª Instância;2017-09-25;29608.8;MULTI PROPERTIES FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII x LUCAS AUGUSTO FONTANA DO BRASIL - ME;REMOTA;Ação de reintegração de posse de loja de uso comercial do Shopping Germânia, Ação julgada procedente.;0
22.957.521/0001-74;2020-12-01;1;026/1.17.0007695-0;Ação ordinária;1ª Instância;2017-09-25;13143.74;MULTI PROPERTIES FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII x IMOBELL ADMINISTRAÇÃO DE IMÓVEIS LTDA. EM RECUPERAÇÃO JUDICIAL, ROQUE DICK, VALECAR VEÍCULOS E PEÇAS LTDA;POSSÍVEL;Ação discutindo utilização do estacionamento do imóvel vizinho ao Shopping Germânia;13143.74
22.957.521/0001-74;2020-12-01;1;026/1.17.0005519-8;Ação de reintegração de posse;1ª Instância;2017-09-25;30788.03;MULTI PROPERTIES FUNDO DE INVESTIMENTO IMOBILIÁRIOS- FII x IMOBEL ADMINISTRADORA DE IMÓVEIS LTDA.;REMOTA;Ação de reintegração de posse de loja de uso comercial do Shopping Germânia. Ação julgada procedente.;0
22.957.521/0001-74;2020-12-01;1;026/1.18.0004129-6;Ação ordinária;1ª Instância;2017-09-25;26551777.92;IMIGRANTE EMPREENDIMENTOS IMOBILIÁRIOS LTDA "EM RECUPERAÇÃO JUDICIAL" x ÁPICE SECURITIZADORA S/A;POSSÍVEL;Ação que busca a declaração de nulidade da operação de alienação fiduciária envolvendo o imóvel referente ao Shopping Germânia.Concedida liminar  para determinar a anotação da existência da ação na matrícula n.º 10.043 do Registro de Imóveis de Santa Cruz do Sul.;26551777.92
22.957.521/0001-74;2020-12-01;1;026/1.18.0005781-8;Ação anulatória;1ª Instância;2017-09-25;566357.92;MATEUS FALEIRO DA CUNHA e RENATA FALEIRO DA CUNHA x ÁPICE SECURITIZADORA S.A, BANCO MODAL S/A, IMIGRANTE EMPREENDIMENTOS IMOBILIÁRIOS LTDA, M INFINITY PARTICIPAÇÕES LTDA;POSSÍVEL;Ação que busca a declaração de nulidade da operação de alienação fiduciária envolvendo o imóvel referente ao Shopping Germânia. Concedida liminar para determinar a anotação da existência da ação na matrícula n.º 10.043 do Registro de Imóveis de Santa Cruz do Sul.;566357.92
22.957.521/0001-74;2020-12-01;1;026/1.16.0010299-2;Ação de reintegração de posse;1ª Instância;2017-09-25;160105.36;ÁPICE SECURITIZADORA S/A x M INFINITY PARTICIPAÇÕES LTDA;REMOTA;Ação de reintegração de posse do Shopping Germânia. Ação julgada procedente. Arquivada.;0
22.957.521/0001-74;2020-12-01;1;026/1.15.0009126-3;Ação de Consignação em Pagamento;1ª Instância;2017-09-25;12926.8;ACTIO ASSESSORIA LTDA e outras x MULTI PROPERTIES FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII e outros;REMOTA;Ação de consignação de pagamento de aluguéis de lojas de uso comercial do Shopping Germânia. Ação julgada procedente, reconhecendo a legitimidade do MULTI para recebimento dos aluguéis depositados em juízo.;0
22.957.521/0001-74;2020-12-01;1;9002093-73.2019.8.21.0026;Ação de cobrança;1ª Instância;2019-06-03;8550;JAQUELINE LUCKE x SHOPPING GERMÂNIA;PROVÁVEL;Ação de cobrança decorrete de serviço de reparo de ar condicionado no Shopping Germânia. Condenação em R$ 6.100,30 já paga. Arquivado.;6100.3
22.957.521/0001-74;2020-12-01;1;001/1.17.0051999-0;Embargos de terceiro;1ª Instância;2017-05-12;8000000;MULTI PROPERTIES FUNDO DE INVESTIMENTO IMOBILIÁRIO-FII x IMIGRANTE EMPREENDIMENTOS IMOBILIÁRIOS LTDA e M. Grupo;REMOTA;Embargos de terceiro da anotação na matrícula n.º 10.043 do Registro de Imóveis de Santa Cruz do Sul (imóvel do Shopping Germânia).;0
22.957.521/0001-74;2020-12-01;1;0020718-13.2019.5.04.0811;Reclamatória Trabalhista;1ª Instância;2019-09-25;10000;City Hoteis, Globalmalls, Multi Properties e Magazine Incorporações e Adriano Hobuss de Quadro;REMOTA;Ação proposta contra City Hoteis, Globalmalls, Multi Properties e Magazine Incorporações. Alega o reclamante ter trabalhado para a reclamada City de 15/08/2010 a 15/11/2017 na função de manutenção, prestando serviços para as demais reclamadas e ao final requer a condenação das reclamadas no pagamento de adicional de insalubridade ou periculosidade, com reflexos em férias + 1/3, 13º salário, aviso prévio, FGTS + 40%, dsr's e horas extras, totalizando R$10.000,00 . Essa é a 2ª ação trabalhista proposta pelo reclamante sobre o mesmo contrato de trabalho (processo nº 0020013-46.2018.5.04.0812);0
22.957.521/0001-74;2020-12-01;1;0020717-28.2019.5.04.0811;Reclamatória Trabalhista;1ª Instância;2019-09-25;20000;City Hoteis, Globalmalls, Multi Properties e Magazine Incorporações;REMOTA;Ação proposta contra City Hoteis, Globalmalls, Multi Properties e Magazine Incorporações. Alega o reclamante ter trabalhado para a reclamada City de 01/10/2013 a 03/11/2019 na função de recepcionista, em seguida alega que em razão do exercicio da função de manutenção de caldeira, caixa dágua e bomba de agua, prestando serviços para as demais reclamadas, requer ao final requer a condenação das reclamadas no pagamento de adicional de insalubridade ou periculosidade, com reflexos em férias + 1/3, 13º salário, aviso prévio, FGTS + 40%, dsr's e horas extras no total de R$10.000,000 horas extras pela não concessão de intervalo de alimentação e descanso de 1h com reflexos em férias + 1/3, 13º salários, FGTS +40% no valor de R$3.000,00 horas extras em razão da hora noturna reduzida no valor de R$3.000,00 diferenças salarias em razão de desvio de função de recepcionista para manutenção de bombas e caixa d' agua de R$4.000,00. Essa é a 2ª ação trabalhista proposta pelo reclamante sobre o mesmo contrato de trabalho (processo nº 0020012-61.2018.5.04.0812);0
22.957.521/0001-74;2020-12-01;1;0020711-21.2019.5.04.0811;Reclamatória Trabalhista;1ª Instância;2019-09-24;21000;City Hoteis, Globalmalls, Multi Properties e Magazine Incorporações;REMOTA;Ação proposta contra City Hoteis, Globalmalls, Multi Properties e Magazine Incorporações. Alega o reclamante ter trabalhado para a reclamada City de 29/08/1986 a 25/09/2017 na função de serviços gerais, prestando serviços para as demais reclamadas e ao final requer a condenação das reclamadas no pagamento de adicional de insalubridade ou periculosidade pelo exercicio de funções de limpeza e manutenção de caldeira, elétrica e hidraulica com reflexos em férias + 1/3, 13º salário, aviso prévio, FGTS + 40%, dsr's e horas extras no valor de R$10.000,00, requer também a condenação das reclamadas no pagamento de diferenças salárias pela integração de valor pago extra recibo no total de R$11.000,00 . Essa é a 2ª ação trabalhista proposta pelo reclamante sobre o mesmo contrato de trabalho (processo nº 0020010-91.2018.5.04.0812);0
22.957.521/0001-74;2020-12-01;1;0020726-87.2019.5.04.0811;Reclamatória Trabalhista;1ª Instância;2019-09-26;1000;City Hoteis, Globalmalls, Multi Properties e Magazine Incorporações;REMOTA;Ação proposta contra City Hoteis, Multi Propoerties, Globalmalls e Magazine Incoporações. Alega a reclamante ter trabalhado para a reclamada City de 22/11/2016 a 25/10/2017 na função de secretaria, prestando serviços para as demais reclamadas, requer ao final diferenças de FGTS +40% no valor total de R$1.000,00;0
22.957.521/0001-74;2020-12-01;1;0020713-88.2019.5.04.0811;Reclamatória Trabalhista;1ª Instância;2019-09-24;24000;City Hoteis, Globalmalls, Multi Properties e Magazine Incorporações;REMOTA;Ação proposta contra City Hoteis, Globalmalls, Multi Properties e Magazine Incorporações. Alega o reclamante ter trabalhado para a reclamada City de 02/06/2008 a 21/11/2017 na função de serviços gerais, prestando serviços para as demais reclamadas e ao final requer a condenação das reclamadas no pagamento de adicional de insalubridade ou periculosidade pelo exercicio de funções de oficial de manutenção, instalador ihidraulico e elétrica, manutenção de caldeira, produto quimico óleo, soda caustica, pintura e limpezade limpeza e manutenção de caldeira, elétrica e hidraulica com reflexos em férias + 1/3, 13º salário, aviso prévio, FGTS + 40%, dsr's e horas extras no valor de R$10.000,00, requer também a condenação das reclamadas no pagamento de horas de sobreaviso no valor de R$6.000,00, indenização com despesas pelo seu deslocamento no valor de R$3.000,00 e pela depreciação de suas ferramentas no total de R$4.000,00 . Essa é a 2ª ação trabalhista proposta pelo reclamante sobre o mesmo contrato de trabalho (processo nº 0020007-42.2018.5.04.0811);0
22.957.521/0001-74;2020-12-01;1;0021000-42.2017.5.04.0772;Reclamatória Trabalhista;1ª Instância;2017-08-08;48000;ÁPICE, CONDOMÍNIO DO SHOPPING LAJEADO E MAGAZINE INCORPORAÇÕES;REMOTA;Ação proposta contra Cond. Shop. Lajeado - 1ª reclamada, Ápice - 2ª reclamada, Magazine - 3ª reclamada, União Federal (PGF) - terceiro interessado. Alega que manteve contrato de trabalho com a 1ª reclamada de 01/04/2014 em vigor até 24/07/2017, na função de vigia. Pleiteia a rescisão indireta do contrato de trabalho com pagamento dos salários atrasados em dobro, férias e gratificações natalinas de todo período, aviso prévio, computo do período de afastamento como de serviço efetivo, férias em dobro, verbas rescisórias, recolhimento do FGTS em atraso e pagamento da multa de 40%, adicional de risco de vida, multas dos artigo 467 e 477 da CLT, honorários advocatícios. Em 25/09/2018 realizada audiência, com proposta de acordo do reclamante e do Juízo em R$15.000,00 e da 1ª reclamada de R$10.500,00. Ação julgada improcedente em relação a Ápice e parcialmente procedente com a condenação das demais reclamadas de forma solidária e declarando a rescisão indireta do contrato de trabalho em 18.09.2017 e determinando o pagamento de férias em dobro de 2014/2015 e 2015/2016, e de forma simples de 2016/2017, todas com adicional de 1/3 saldo de salários até 18.09.2017 aviso prévio indenizado, proporcional ao tempo de serviço décimo terceiro salário de 2017 (10/12 avos), já considerada a projeção do aviso prévio férias simples de 2016/2017 e proporcionais (7/12 avos) do período 2017/2018, todas com o terço constitucional adicional de risco de vida de 10% sobre o salário-base, até 31.01.2017, e de 15% sobre o salário-base, a partir de 01.02.2017, conforme CBO 5174-20 multa do art. 477, § 8º da CLT, pela 1ª reclamada, recolhimento das diferenças de FGTS do contrato de trabalho, sobre as parcelas remuneratórias deferidas com a multa de 40% sobre o FGTS. Novo valor atribuído à causa de R$25.000,00 e ofício ao Ministério do Trabalho. Negado provimento aos Embargos de declaração pela 2ª reclamada. Interposto recurso ordinário pela 2ª reclamada  e pelo reclamante sendo mantida a improcedência da ação em relação à Ápice.;0
22.957.521/0001-74;2020-12-01;1;5006260-07.2016.04.7111;Excecução Fiscal;1ª Instância;2016-11-08;43203.88;ÁPICE E UNIÃO FEDERAL;POSSÍVEL;Execução fiscal -  débitos relativos ao FGTS do CONDOMÍNIO MAX SHOPPING;43203.88
22.957.521/0001-74;2020-12-01;1;5002888-79.2018.4.04.0711;Excecução Fiscal;1ª Instância;2018-05-21;65891.02;ÁPICE E UNIÃO FEDERAL;POSSÍVEL;Execução fiscal -  débitos relativos ao INSS do CONDOMÍNIO MAX SHOPPING;65891.02
22.957.521/0001-74;2020-12-01;1;0010358-08.2015.8.21.0141;Declaratória;1ª Instância;2015-10-07;7765;ALDEIA SHOP INVESTIMENTOS E PARTICIPACOES SOCIETARIAS LTDA (AUTOR) MULTI PROPERTIES FUNDO DE INVESTIMENTO IMOBILIARIO - FII (REU);POSSÍVEL;Ação pelo procedimento comum;7765
22.957.521/0001-74;2020-12-01;1;0073294-33.2017.8.21.0001;Embargos de terceiro;1ª Instância;2017-05-12;8000000;APICE SECURITIZADORA SA (AUTOR) MULTI PROPERTIES FUNDO DE INVESTIMENTO IMOBILIARIO-FII (AUTOR);POSSÍVEL;Ação pelo procedimento comum;0
22.957.521/0001-74;2020-12-01;1;0011121-72.2016.8.21.0141;Reitegração de posse;1ª Instância;2016-12-02;100000;MULTI PROPERTIES FUNDO DE INVESTIMENTO IMOBILIARIO - FII (AUTOR) CYRO SANTIAGO RODRIGUES (REU);POSSÍVEL;Ação pelo procedimento comum;0
22.957.521/0001-74;2020-12-01;1;5000527-26.2020.8.21.0026;Cumprimento de sentença;1ª Instância;2020-02-07;1799.42;A D V NEGOCIOS LTDA (EXEQUENTE) M INFINITY PARTICIPACOES LTDA (EXECUTADO) M RENTAL PARTICIPACOES LTDA (EXECUTADO) MULTI PROPERTIES FUNDO DE INVESTIMENTO IMOBILIARIO - FII (EXECUTADO);POSSÍVEL;Ação pelo procedimento comum;1799.42
22.957.521/0001-74;2020-12-01;1;5000858-13.2017.8.21.0026;Esbulho/turbação;1ª Instância;2017-07-20;20000;IMOBELL ADMINISTRACAO DE IMOVEIS LTDA (REU) TRUE SECURITIZADORA SA (AUTOR) MULTI PROPERTIES FUNDO DE INVESTIMENTO IMOBILIARIO - FII (AUTOR) LETICIA;POSSÍVEL;Ação pelo procedimento comum;0
22.957.521/0001-74;2020-12-01;1;5000084-80.2016.8.21.0005;Esbulho/turbação;1ª Instância;2016-12-02;100000;M BLUE PARTICIPACOES LTDA (REU) MULTI PROPERTIES FUNDO DE INVESTIMENTO IMOBILIARIO - FII (AUTOR);POSSÍVEL;Ação pelo procedimento comum;0
22.957.521/0001-74;2020-12-01;1;5003294-37.2019.8.21.0005;Execução Fiscal;1ª Instância;2019-12-17;37145.51;MULTI PROPERTIES FUNDO DE INVESTIMENTO IMOBILIARIO - FII (EXECUTADO) MUNICIPIO DE BENTO GONCALVES (EXEQUENTE);POSSÍVEL;Execução Fiscal;37145.51
22.957.521/0001-74;2020-12-01;1;5000070-76.2016.8.21.0141;Esbulho/turbação;1ª Instância;2016-12-02;100000;CYRO SANTIAGO RODRIGUES (REU)  IMOBILIARIO - FII (AUTOR);POSSÍVEL;Ação pelo procedimento comum;0
22.957.521/0001-74;2020-12-01;1;5000640-19.2016.8.21.0026;Execução de Título Extrajudicial;1ª Instância;2016-06-03;35150.97;MULTI PROPERTIES FUNDO DE INVESTIMENTO IMOBILIARIO - FII (EXECUTADO) ROSEMARA KLAFKE HOPPE (ADVOGADO) CERT LTDA (EXEQUENTE);POSSÍVEL;Ação pelo procedimento comum;35150.97
22.957.521/0001-74;2020-12-01;1;5000101-62.2017.8.21.0141;Esbulho/turbação;1ª Instância;2017-07-06;20000;DAJ GASTRONOMIA LTDA (REU) MULTI PROPERTIES FUNDO DE INVESTIMENTO IMOBILIARIO - FII (AUTOR);POSSÍVEL;Ação pelo procedimento comum;0
22.957.521/0001-74;2020-12-01;1;0015970-10.2016.8.21.0005;Reitegração de posse;1ª Instância;2016-12-02;100000;M BLUE PARTICIPACOES LTDA (REU) MULTI PROPERTIES FUNDO DE INVESTIMENTO IMOBILIARIO - FII (AUTOR);POSSÍVEL;Ação pelo procedimento comum;0
22.957.521/0001-74;2020-12-01;1;0008782-97.2016.8.21.0026;Execução de Título Extrajudicial;1ª Instância;2016-06-03;35150.97;CERT LTDA (EXEQUENTE) MULTI PROPERTIES FUNDO DE INVESTIMENTO IMOBILIARIO - FII (EXECUTADO);POSSÍVEL;Ação pelo procedimento comum;35150.97
23.120.006/0001-06;2020-12-01;2;A286;1ª Vara Cível de São Paulo;Primeira;2017-12-09;8040521.45;AGL Construtora Eireli;PROVÁVEL;Trata-se de procedimento arbitral instaurado pela AGL contra o Fundo com base no Contrato de Empreitada a Preço Global, firmado em 01/12/2017.;O processo está em andamento.
23.120.006/0001-06;2020-12-01;2;53123.001191/2020-59;13ª Vara Cível de São Paulo;Primeira;2020-10-09;6226413.59;EBC - Empresa Brasileira de Correios e Telégrafos;POSSÍVEL;Trata-se de procedimento administrativo instaurado pelos Correios tendo por objeto o Contrato de Locação firmado em 15/4/2015;Pendente a análise, pelos Correios, do segundo recurso administrativo apresentado pelo Fundo em face da decisão de aplicação de penalidade de multa.
23.120.006/0001-06;2020-12-01;2;53123.043826/2020-95;13ª Vara Cível de São Paulo;Primeira;2020-10-09;17789753.8;EBC - Empresa Brasileira de Correios e Telégrafos;POSSÍVEL;Os Correios aplicaram multa ao Fundo alegando o atraso no recebimento definitivo do imóvel, em razão da demora na correção de não conformidades;Pendente a análise, pelos Correios, do recurso administrativo apresentado pelo Fundo em face da decisão de aplicação de penalidade de multa.
23.532.837/0001-87;2020-12-01;1;1062189-27.2019.8.26.0100;20ª Vara Cível de São Paulo;1ª Instância;2019-06-28;682794.36;Autor:FUNDO DE INVESTIMENTO IMOBILIÁRIO JK E - FIIRéu:E-PRICE CAPITAL PARTICIPAÇÕES LTDA.;POSSÍVEL;Despejo da Ré referente ao imóvel comercial constituído pelo 17º andar do Bloco E do Condomínio WTorre JK (Avenida Presidente Juscelino Kubitscheck, nº 2.041, São Paulo/SP).;N A
23.532.837/0001-87;2020-12-01;1;1028710-43.2019.8.26.0100;20ª Vara Cível de São Paulo;1ª Instância;2019-04-01;142574.95;Autor:E-PRICE CAPITAL PARTICIPAÇÕES LTDA.Réu:FUNDO DE INVESTIMENTO IMOBILIÁRIO JK E - FII;POSSÍVEL;Consignação de aluguéis e encargos da locação do 17º andar do Bloco E do Condomínio WTorre JK (Avenida Presidente Juscelino Kubitscheck, nº 2.041, São Paulo/SP).;N A
24.796.967/0001-90;2020-12-01;1;1085319-12.2020.8.26.0100;24ª Vara Cível de São Paulo;1ª;2020-09-15;97749.8;Autor: Loft II Fundo de Investimentos ImobiliárioRéu: Paulo Gaba Junior;POSSÍVEL;Após a propositura da ação, foi proferida sentença julgando procedente o pedido formulado pelo Fundo. Aguarda-se eventual interposição de recurso de Apelação pelo réu.;Considerando que o Fundo Imobiliário é autor do processo, o impacto decorrente deste processo seria  exclusivamente econômico e limitado aos honorários de sucumbência.
24.796.967/0001-90;2020-12-01;1;1009052-72.2020.8.26.0011;4ª Vara Cível de São Paulo;1ª;2020-09-30;50856.3;Autor: Loft II Fundo de Investimentos ImobiliárioRéu: Neuza Carmargo Nardy e outros;POSSÍVEL;Após a propositura da ação, os réus apresentaram contestação. Aguarda-se prolação de sentença.;Considerando que o Fundo Imobiliário é autor do processo, o impacto decorrente deste processo seria  exclusivamente econômico e limitado aos honorários de sucumbência.
24.796.967/0001-90;2020-12-01;1;1091263-92.2020.8.26.0100;29ª Vara Cível de São Paulo;1ª;2020-09-30;193530.31;Autor: Loft II Fundo de Investimentos ImobiliárioRéu: Paulo Maurício de Santa Ritta e outros;POSSÍVEL;Após a  propositura da ação, as partes celebraram acordo e foi proferida decisão homologando o acordo. Aguarda-se prolação de sentença.;Considerando que o Fundo Imobiliário é autor do processo, o impacto decorrente deste processo seria  exclusivamente econômico e limitado aos honorários de sucumbência.
24.796.967/0001-90;2020-12-01;1;1095193-21.2020.8.26.0100;34ª Vara Cível de São Paulo;1ª;2020-10-09;21479.53;Autor: Loft II Fundo de Investimentos ImobiliárioRéu: Vitor Cotelazzo;REMOTA;Trata-se de ação de cobrança ajuizada visando o recebimento de valoresdecorrentes da rescisão do Contrato de Compra e Venda. Aguarda-se citação e manifestação do réu.;Considerando que o Fundo Imobiliário é autor do processo, o impacto decorrente deste processo seria  exclusivamente econômico e limitado aos honorários de sucumbência.
24.796.967/0001-90;2020-12-01;1;1103054-58.2020.8.26.0100;23ª Vara Cível de São Paulo;1ª;2020-10-29;40000;Autor: Yeda Aparecida de Oliveira Réu: Loft II Fundo de Investimentos Imobiliário;POSSÍVEL;Trata-se de ação de ajuizada visando a rescisão do Contrato de Compra e Venda firmado, bem como a condenação do Fundo ao pagamento de danos morais, multa contratual e perda das arras. Aguarda-se citação e manifestação do Fundo.;Considerando que o Fundo Imobiliário é autor do processo, o impacto decorrente deste processo seria  exclusivamente econômico e limitado aos honorários de sucumbência.
